[22Apr2025 09:08:13.125] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 47.3.7, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412, nogui]
[22Apr2025 09:08:13.129] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.14 by Ubuntu; OS Linux arch amd64 version 6.8.0-1026-azure
[22Apr2025 09:08:13.341] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserver
[22Apr2025 09:08:13.406] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/2doserver/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2365!/ Service=ModLauncher Env=SERVER
[22Apr2025 09:08:13.668] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/2doserver/servidor_minecraft/libraries/net/minecraftforge/fmlcore/1.20.1-47.3.7/fmlcore-1.20.1-47.3.7.jar is missing mods.toml file
[22Apr2025 09:08:13.669] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/2doserver/servidor_minecraft/libraries/net/minecraftforge/javafmllanguage/1.20.1-47.3.7/javafmllanguage-1.20.1-47.3.7.jar is missing mods.toml file
[22Apr2025 09:08:13.671] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/2doserver/servidor_minecraft/libraries/net/minecraftforge/lowcodelanguage/1.20.1-47.3.7/lowcodelanguage-1.20.1-47.3.7.jar is missing mods.toml file
[22Apr2025 09:08:13.673] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/2doserver/servidor_minecraft/libraries/net/minecraftforge/mclanguage/1.20.1-47.3.7/mclanguage-1.20.1-47.3.7.jar is missing mods.toml file
[22Apr2025 09:08:13.804] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: Found 1 dependencies adding them to mods collection
[22Apr2025 09:08:15.739] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[22Apr2025 09:08:15.740] [main/ERROR] [mixin/]: Mixin config azurelib.mixins.json does not specify "minVersion" property
[22Apr2025 09:08:15.743] [main/ERROR] [mixin/]: Mixin config azurelib.forge.mixins.json does not specify "minVersion" property
[22Apr2025 09:08:15.780] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeserver' with arguments [nogui]
[22Apr2025 09:08:16.124] [main/WARN] [mixin/]: Error loading class: net/minecraft/client/GameNarrator (java.lang.ClassNotFoundException: net.minecraft.client.GameNarrator)
[22Apr2025 09:08:16.124] [main/WARN] [mixin/]: @Mixin target net.minecraft.client.GameNarrator was not found ntgl.mixin.json:common.NarratorMixin
[22Apr2025 09:08:22.143] [modloading-worker-0/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Forge mod loading, version 47.3.7, for MC 1.20.1 with MCP 20230612.114412
[22Apr2025 09:08:22.144] [modloading-worker-0/INFO] [net.minecraftforge.common.MinecraftForge/FORGE]: MinecraftForge v47.3.7 Initialized
[22Apr2025 09:08:22.612] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: rustdoor
[22Apr2025 09:08:22.612] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: door_cage
[22Apr2025 09:08:22.612] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: door_store
[22Apr2025 09:08:22.612] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: door_red
[22Apr2025 09:08:22.613] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: door_green
[22Apr2025 09:08:22.613] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: door_white
[22Apr2025 09:08:22.613] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: door_hardened
[22Apr2025 09:08:22.614] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: rreddoor
[22Apr2025 09:08:22.614] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: supportwall
[22Apr2025 09:08:22.614] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: supportwalltop
[22Apr2025 09:08:22.614] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: supporttop
[22Apr2025 09:08:22.615] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: rustsupportwall
[22Apr2025 09:08:22.615] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: rustsupportwalltop
[22Apr2025 09:08:22.615] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: rustsupporttop
[22Apr2025 09:08:22.615] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: comblock
[22Apr2025 09:08:22.616] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: radioterminal
[22Apr2025 09:08:22.616] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: barrel
[22Apr2025 09:08:22.617] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: expbarrel
[22Apr2025 09:08:22.635] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: nukamelon
[22Apr2025 09:08:22.635] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: hollyhock
[22Apr2025 09:08:22.635] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: dewdrop
[22Apr2025 09:08:22.636] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: glow_resin
[22Apr2025 09:08:22.636] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: fuse_glow_resin
[22Apr2025 09:08:22.636] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: root_daturan
[22Apr2025 09:08:22.637] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: agave
[22Apr2025 09:08:22.637] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: neoagave
[22Apr2025 09:08:22.637] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: punga
[22Apr2025 09:08:22.638] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: bloodleaf
[22Apr2025 09:08:22.638] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: qbloodleaf
[22Apr2025 09:08:22.638] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: crackberrybush
[22Apr2025 09:08:22.640] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: bombberrybush
[22Apr2025 09:08:22.640] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: muttfruitbush
[22Apr2025 09:08:22.643] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: fusionfruitbush
[22Apr2025 09:08:22.644] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: silt_bean
[22Apr2025 09:08:22.645] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: neutronpod
[22Apr2025 09:08:22.646] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: wildtato
[22Apr2025 09:08:22.646] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: gold_cranberry
[22Apr2025 09:08:22.646] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: cranberry
[22Apr2025 09:08:22.647] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: starberry
[22Apr2025 09:08:22.647] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: zander
[22Apr2025 09:08:22.647] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: marygold
[22Apr2025 09:08:22.648] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: ginseng
[22Apr2025 09:08:22.648] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: nukaroot
[22Apr2025 09:08:22.649] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: coral_leaf
[22Apr2025 09:08:22.649] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: prism_leaf
[22Apr2025 09:08:22.649] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: nukamelon_stem
[22Apr2025 09:08:22.650] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: attached_nukamelon_stem
[22Apr2025 09:08:22.650] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: cranberrygrass
[22Apr2025 09:08:22.651] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: ashgrass
[22Apr2025 09:08:22.652] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: heap_grass
[22Apr2025 09:08:22.654] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: strange_grass
[22Apr2025 09:08:22.655] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: glow_grass
[22Apr2025 09:08:22.657] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: poison_grass
[22Apr2025 09:08:22.657] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: dead_punga
[22Apr2025 09:08:22.657] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: dead_daturan
[22Apr2025 09:08:22.657] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: dead_coralleaf
[22Apr2025 09:08:22.658] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: thistle
[22Apr2025 09:08:22.658] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: death_flower
[22Apr2025 09:08:22.658] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: death_plant
[22Apr2025 09:08:22.665] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: sootflower
[22Apr2025 09:08:22.666] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: feverblossom
[22Apr2025 09:08:22.666] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: boomblossom
[22Apr2025 09:08:22.667] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: geigerblossom
[22Apr2025 09:08:22.667] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: aster
[22Apr2025 09:08:22.667] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: invertflower
[22Apr2025 09:08:22.668] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: radaster
[22Apr2025 09:08:22.668] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: ashrose
[22Apr2025 09:08:22.668] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: rad_rose
[22Apr2025 09:08:22.669] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: brocflower
[22Apr2025 09:08:22.669] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: nukamelon_blossom
[22Apr2025 09:08:22.670] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: gigawheat
[22Apr2025 09:08:22.670] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: brainfungus
[22Apr2025 09:08:22.671] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: mindfungus
[22Apr2025 09:08:22.671] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: mutshootfungus
[22Apr2025 09:08:22.672] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: gutshroom
[22Apr2025 09:08:22.673] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: glowfungus
[22Apr2025 09:08:22.673] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: firemushroom
[22Apr2025 09:08:22.675] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: megamorph_hatter
[22Apr2025 09:08:22.675] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: hatter
[22Apr2025 09:08:22.675] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: blastcap
[22Apr2025 09:08:22.676] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: potted_marygold
[22Apr2025 09:08:22.677] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: potted_death_flower
[22Apr2025 09:08:22.677] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: potted_gutshroom
[22Apr2025 09:08:22.677] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: potted_blastcap
[22Apr2025 09:08:22.678] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: potted_firemushroom
[22Apr2025 09:08:22.679] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: potted_aster
[22Apr2025 09:08:22.679] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: potted_brocflower
[22Apr2025 09:08:22.680] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: potted_invertflower
[22Apr2025 09:08:22.680] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: potted_radaster
[22Apr2025 09:08:22.681] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: potted_ashrose
[22Apr2025 09:08:22.681] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: potted_rad_rose
[22Apr2025 09:08:22.681] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: potted_geigerblossom
[22Apr2025 09:08:22.682] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: potted_feverblossom
[22Apr2025 09:08:22.682] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: potted_boomblossom
[22Apr2025 09:08:22.683] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: potted_sootflower
[22Apr2025 09:08:22.684] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: potted_hatter
[22Apr2025 09:08:22.685] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: potted_megamorph_hatter
[22Apr2025 09:08:22.685] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: rusty_bush
[22Apr2025 09:08:22.685] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: tato
[22Apr2025 09:08:22.686] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: irrad_beetroots
[22Apr2025 09:08:22.686] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: ufcarrots
[22Apr2025 09:08:22.687] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: dewdrop_sapling
[22Apr2025 09:08:22.687] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: toxicfern
[22Apr2025 09:08:22.687] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered plant block: bog_pad
[22Apr2025 09:08:24.563] [main/INFO] [Framework/SYNCED_ENTITY_DATA]: Registered synced data key ntgl:aiming for minecraft:living_entity
[22Apr2025 09:08:24.563] [main/INFO] [Framework/SYNCED_ENTITY_DATA]: Registered synced data key ntgl:shooting_right for minecraft:living_entity
[22Apr2025 09:08:24.564] [main/INFO] [Framework/SYNCED_ENTITY_DATA]: Registered synced data key ntgl:shooting_left for minecraft:living_entity
[22Apr2025 09:08:24.566] [main/INFO] [Framework/SYNCED_ENTITY_DATA]: Registered synced data key ntgl:reloading_right for minecraft:living_entity
[22Apr2025 09:08:24.566] [main/INFO] [Framework/SYNCED_ENTITY_DATA]: Registered synced data key ntgl:reloading_left for minecraft:living_entity
[22Apr2025 09:08:24.568] [main/INFO] [Framework/SYNCED_ENTITY_DATA]: Registered synced data key ntgl:charging_right for minecraft:living_entity
[22Apr2025 09:08:24.569] [main/INFO] [Framework/SYNCED_ENTITY_DATA]: Registered synced data key ntgl:charging_left for minecraft:living_entity
[22Apr2025 09:08:24.569] [main/INFO] [Framework/SYNCED_ENTITY_DATA]: Registered synced data key ntgl:reload_start for minecraft:living_entity
[22Apr2025 09:08:24.569] [main/INFO] [Framework/SYNCED_ENTITY_DATA]: Registered synced data key ntgl:reload_end for minecraft:living_entity
[22Apr2025 09:08:24.569] [main/INFO] [Framework/SYNCED_ENTITY_DATA]: Registered synced data key ntgl:equip_right for minecraft:living_entity
[22Apr2025 09:08:24.569] [main/INFO] [Framework/SYNCED_ENTITY_DATA]: Registered synced data key ntgl:equip_left for minecraft:living_entity
[22Apr2025 09:08:24.603] [modloading-worker-0/INFO] [xaero.minimap.XaeroMinimap/]: Loading Xaero's Minimap - Stage 1/2 (Server)
[22Apr2025 09:08:24.604] [main/INFO] [xaero.minimap.XaeroMinimap/]: Loading Xaero's Minimap - Stage 2/2 (Server)
[22Apr2025 09:08:24.686] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:24.687] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:24.687] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:24.688] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:24.688] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:24.688] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:24.689] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:24.689] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:24.689] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:24.690] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:24.690] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:24.690] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:24.691] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:24.691] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:24.691] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:24.692] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:24.692] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:24.693] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:24.693] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:24.693] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:24.700] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [framework] Starting version check at https://mrcrayfish.com/modupdatejson?id=framework
[22Apr2025 09:08:25.184] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [framework] Found status: BETA Current: 0.7.12 Target: 0.7.12
[22Apr2025 09:08:25.185] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Starting version check at https://files.minecraftforge.net/net/minecraftforge/forge/promotions_slim.json
[22Apr2025 09:08:25.390] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Found status: OUTDATED Current: 47.3.7 Target: 47.4.0
[22Apr2025 09:08:26.751] [main/INFO] [com.mojang.authlib.yggdrasil.YggdrasilAuthenticationService/]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[22Apr2025 09:08:26.936] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:26.936] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:26.936] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:26.936] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:26.937] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:26.937] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:26.937] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:26.937] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:26.937] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:26.937] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:26.937] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:26.938] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:26.938] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:26.938] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:26.938] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:26.938] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:26.938] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:26.938] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:26.938] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:26.939] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:27.008] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:27.008] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:27.009] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:27.009] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:27.009] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:27.009] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:27.009] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:27.010] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:27.010] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:27.010] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:27.010] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:27.010] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:27.010] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:27.011] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:27.011] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:27.011] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:27.011] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:27.011] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:27.011] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:27.012] [main/ERROR] [net.minecraft.Util/]: Entity ntgl:deathclaw has no attributes
[22Apr2025 09:08:28.233] [main/WARN] [net.minecraft.server.packs.VanillaPackResourcesBuilder/]: Assets URL 'union:/workspaces/2doserver/servidor_minecraft/libraries/net/minecraft/server/1.20.1-20230612.114412/server-1.20.1-20230612.114412-srg.jar%23119!/assets/.mcassetsroot' uses unexpected schema
[22Apr2025 09:08:28.233] [main/WARN] [net.minecraft.server.packs.VanillaPackResourcesBuilder/]: Assets URL 'union:/workspaces/2doserver/servidor_minecraft/libraries/net/minecraft/server/1.20.1-20230612.114412/server-1.20.1-20230612.114412-srg.jar%23119!/data/.mcassetsroot' uses unexpected schema
[22Apr2025 09:08:29.705] [Worker-Main-1/ERROR] [net.minecraft.tags.TagLoader/]: Couldn't load tag minecraft:hoes as it is missing following references: nukacraft:rust_hoe (from nukacraft-1.20.1-1.16.2-alpha.jar)
[22Apr2025 09:08:29.705] [Worker-Main-1/ERROR] [net.minecraft.tags.TagLoader/]: Couldn't load tag minecraft:tools as it is missing following references: #minecraft:hoes (from vanilla)
